geneId,geneSymbol,DSI,DPI,PLI,protein_class_name,protein_class,NofDiseases,NofPmids
7249,TSC2,0.439,0.808,1.0,Enzyme modulator,DTO_05007584,410,802
7251,TSG101,0.588,0.615,0.34407,Enzyme,DTO_05007624,80,74
7252,TSHB,0.67,0.538,0.0083588,Signaling,DTO_05007599,50,30
7253,TSHR,0.486,0.808,3.0447e-15,G-protein coupled receptor,DTO_02300001,250,786
7258,TSPY1,0.631,0.423,0.30999,Enzyme modulator,DTO_05007584,55,50
7259,TSPYL1,0.705,0.5,5.621e-07,Enzyme modulator,DTO_05007584,42,7
7263,TST,0.588,0.654,7.8734e-05,Enzyme,DTO_05007624,91,147
7264,TSTA3,0.792,0.231,1.6808e-07,Enzyme,DTO_05007624,12,5
7267,TTC3,0.78,0.385,1.6279999999999999e-40,Chaperone,DTO_05007613,14,15
7272,TTK,0.555,0.731,0.0012734,Kinase,DTO_03300101,112,138
7273,TTN,0.47,0.885,2.5582e-96,Kinase,DTO_03300101,366,347
7274,TTPA,0.612,0.577,0.0014409,Transporter,DTO_05007405,147,62
7276,TTR,0.423,0.885,0.51566,Transporter,DTO_05007405,461,1355
7277,TUBA4A,0.751,0.269,0.15983,Cellular structure,DTO_05007530,20,15
7280,TUBB2A,0.678,0.538,0.93478,Cellular structure,DTO_05007530,37,14
7283,TUBG1,0.729,0.231,0.12882,Cellular structure,DTO_05007530,22,9
7284,TUFM,0.678,0.615,0.004184,Enzyme,DTO_05007624,45,20
7290,HIRA,0.537,0.808,1.0,Nucleic acid binding,DTO_05007557,157,40
7291,TWIST1,0.397,0.846,0.34491,Transcription factor,DTO_05007542,559,828
7292,TNFSF4,0.54,0.808,0.049378,Signaling,DTO_05007599,129,141
7294,TXK,0.931,0.192,8.5733e-09,Kinase,DTO_03300101,5,4
7296,TXNRD1,0.529,0.692,1.6062e-06,Enzyme,DTO_05007624,136,137
7297,TYK2,0.505,0.769,4.4963e-08,Kinase,DTO_03300101,172,169
7298,TYMS,0.425,0.846,0.72247,Enzyme,DTO_05007624,406,805
7299,TYR,0.473,0.808,4.9861e-32,Enzyme,DTO_05007624,281,625
7301,TYRO3,0.559,0.769,8.3343e-10,Kinase,DTO_03300101,109,87
7306,TYRP1,0.507,0.846,6.557000000000001e-25,Enzyme,DTO_05007624,200,228
7307,U2AF1,0.604,0.577,0.9899,Nucleic acid binding,DTO_05007557,67,63
7310,ZRSR2P1,1.0,0.115,0.00016735,Nucleic acid binding,DTO_05007557,1,1
7311,UBA52,0.769,0.423,0.59849,Nucleic acid binding,DTO_05007557,10,6
7314,UBB,0.599,0.615,0.016904,Nucleic acid binding,DTO_05007557,70,43
7316,UBC,0.597,0.692,0.14161,Nucleic acid binding,DTO_05007557,78,74
7317,UBA1,0.666,0.615,1.0,Enzyme,DTO_05007624,62,17
7318,UBA7,0.729,0.269,3.8164e-17,Enzyme,DTO_05007624,23,16
7321,UBE2D1,0.7,0.385,0.11989,Enzyme,DTO_05007624,27,17
7322,UBE2D2,0.861,0.192,0.96547,Enzyme,DTO_05007624,10,6
7323,UBE2D3,0.805,0.154,0.41278,Enzyme,DTO_05007624,16,10
7332,UBE2L3,0.644,0.615,0.83844,Enzyme,DTO_05007624,56,63
7342,UBP1,1.0,0.077,0.99999,Transcription factor,DTO_05007542,3,3
7345,UCHL1,0.482,0.885,0.99095,Enzyme,DTO_05007624,260,249
7347,UCHL3,0.705,0.385,3.3417e-08,Enzyme,DTO_05007624,24,11
7349,UCN,0.539,0.769,0.44958,Signaling,DTO_05007599,134,88
7350,UCP1,0.545,0.769,1.6903e-11,Transporter,DTO_05007405,124,205
7351,UCP2,0.493,0.808,1.5497e-10,Transporter,DTO_05007405,235,336
7352,UCP3,0.619,0.577,9.5517e-10,Transporter,DTO_05007405,66,115
7355,SLC35A2,0.525,0.808,0.71792,Transporter,DTO_05007405,197,101
7356,SCGB1A1,0.546,0.808,0.00079919,Signaling,DTO_05007599,133,160
7357,UGCG,0.56,0.808,0.94147,Enzyme,DTO_05007624,111,118
7371,UCK2,0.663,0.462,0.72131,Kinase,DTO_03300101,42,27
7373,COL14A1,0.674,0.615,1.4327e-14,Receptor,DTO_05007575,33,16
7375,USP4,0.686,0.308,1.6119e-09,Enzyme,DTO_05007624,40,32
7376,NR1H2,0.533,0.769,0.37506,Nuclear receptor,DTO_00102000,134,175
7378,UPP1,0.682,0.462,0.00037588,Enzyme,DTO_05007624,37,23
7381,UQCRB,0.736,0.308,0.016423,Enzyme,DTO_05007624,23,14
7384,UQCRC1,0.751,0.385,0.020028,Enzyme,DTO_05007624,15,10
7385,UQCRC2,0.722,0.346,2.8623e-06,Enzyme,DTO_05007624,28,11
7388,UQCRH,0.821,0.154,0.0020194,Enzyme,DTO_05007624,15,7
7390,UROS,0.678,0.462,0.031627,Enzyme,DTO_05007624,58,62
7398,USP1,0.641,0.538,0.99691,Enzyme,DTO_05007624,50,37
7399,USH2A,0.579,0.692,1.5692e-94,Enzyme modulator,DTO_05007584,119,213
7403,KDM6A,0.498,0.769,1.0,Epigenetic regulator,DTO_05007378,238,156
7404,UTY,0.78,0.385,0.96681,Transcription factor,DTO_05007542,11,7
7411,VBP1,0.805,0.346,0.88445,Chaperone,DTO_05007613,14,7
7421,VDR,0.352,0.885,1.6787e-05,Nuclear receptor,DTO_00102000,852,2150
7422,VEGFA,0.266,0.923,2.4085e-05,Signaling,DTO_05007599,1899,9001
7423,VEGFB,0.592,0.615,1.3114e-09,Signaling,DTO_05007599,82,57
7424,VEGFC,0.459,0.769,0.49565,Signaling,DTO_05007599,291,510
7428,VHL,0.443,0.846,0.079515,Enzyme,DTO_05007624,372,1158
7429,VIL1,0.691,0.423,2.6433e-14,Cellular structure,DTO_05007530,32,20
7430,EZR,0.476,0.808,0.17989,Cellular structure,DTO_05007530,255,289
7432,VIP,0.437,0.846,0.00041995,Signaling,DTO_05007599,376,417
7433,VIPR1,0.573,0.654,7.4401e-27,G-protein coupled receptor,DTO_02300001,102,239
7434,VIPR2,0.619,0.692,4.718e-11,G-protein coupled receptor,DTO_02300001,58,48
7439,BEST1,0.465,0.885,1.8214e-12,Ion channel,DTO_01300327,292,575
7441,VPREB1,0.695,0.5,0.096491,Immune response,DTO_05007608,28,17
7442,TRPV1,0.446,0.885,1.0103e-16,Ion channel,DTO_01300327,404,612
7443,VRK1,0.621,0.615,0.0021149,Kinase,DTO_03300101,79,42
7444,VRK2,0.722,0.269,1.5681e-11,Kinase,DTO_03300101,29,31
7450,VWF,0.408,0.885,3.2187e-25,Enzyme modulator,DTO_05007584,498,1399
7453,WARS1,0.65,0.654,0.30288,Enzyme,DTO_05007624,60,32
7454,WAS,0.529,0.808,0.99901,Cellular structure,DTO_05007530,204,329
7455,ZAN,0.931,0.192,1.6432e-62,Enzyme modulator,DTO_05007584,6,5
7458,EIF4H,0.839,0.231,0.43982,Nucleic acid binding,DTO_05007557,12,8
7461,CLIP2,0.529,0.808,0.99997,Cellular structure,DTO_05007530,201,37
7464,CORO2A,0.931,0.077,3.4457e-10,Cellular structure,DTO_05007530,5,2
7465,WEE1,0.545,0.769,0.99973,Kinase,DTO_03300101,116,159
7468,NSD2,0.507,0.769,1.0,Epigenetic regulator,DTO_05007378,224,123
7471,WNT1,0.495,0.769,0.3263,Signaling,DTO_05007599,216,262
7472,WNT2,0.569,0.615,0.017811,Signaling,DTO_05007599,96,86
7473,WNT3,0.536,0.808,0.87515,Signaling,DTO_05007599,140,86
7474,WNT5A,0.443,0.808,0.98732,Signaling,DTO_05007599,375,361
7475,WNT6,0.67,0.269,0.016431,Signaling,DTO_05007599,35,17
7476,WNT7A,0.531,0.692,0.035773,Signaling,DTO_05007599,182,73
7477,WNT7B,0.633,0.346,0.00074076,Signaling,DTO_05007599,53,32
7478,WNT8A,0.839,0.192,0.010244,Signaling,DTO_05007599,7,5
7479,WNT8B,0.839,0.154,0.010991,Signaling,DTO_05007599,8,4
7480,WNT10B,0.576,0.654,0.0003616,Signaling,DTO_05007599,90,62
7481,WNT11,0.608,0.654,0.0064383,Signaling,DTO_05007599,69,48
7482,WNT2B,0.644,0.615,0.038333,Signaling,DTO_05007599,65,44
7483,WNT9A,0.792,0.423,0.91225,Signaling,DTO_05007599,17,10
7484,WNT9B,0.78,0.308,0.54137,Signaling,DTO_05007599,16,15
7486,WRN,0.524,0.808,2.6432e-34,Enzyme,DTO_05007624,172,259
7490,WT1,0.422,0.808,0.99648,Nucleic acid binding,DTO_05007557,446,752
7498,XDH,0.529,0.846,2.5889999999999998e-22,Enzyme,DTO_05007624,165,137
7507,XPA,0.52,0.846,7.8652e-05,Nucleic acid binding,DTO_05007557,209,215
7508,XPC,0.504,0.808,3.6866e-11,Nucleic acid binding,DTO_05007557,211,276
7514,XPO1,0.504,0.692,1.0,Receptor,DTO_05007575,178,169
7520,XRCC5,0.554,0.808,0.99999,Enzyme,DTO_05007624,113,125
7525,YES1,0.638,0.577,4.0091e-05,Kinase,DTO_03300101,64,45
7528,YY1,0.481,0.808,0.9938,Transcription factor,DTO_05007542,245,232
7529,YWHAB,0.769,0.385,0.98314,Chaperone,DTO_05007613,17,14
7531,YWHAE,0.53,0.692,0.98479,Chaperone,DTO_05007613,176,170
7532,YWHAG,0.621,0.5,0.964,Chaperone,DTO_05007613,85,23
7533,YWHAH,0.743,0.269,0.78366,Chaperone,DTO_05007613,20,13
7534,YWHAZ,0.475,0.846,0.93965,Chaperone,DTO_05007613,247,333
7535,ZAP70,0.497,0.769,0.87696,Kinase,DTO_03300101,212,356
7536,SF1,0.751,0.423,0.99943,Nucleic acid binding,DTO_05007557,20,21
7538,ZFP36,0.523,0.692,0.75244,Nucleic acid binding,DTO_05007557,161,163
7539,ZFP37,0.89,0.192,6.1213e-13,Transcription factor,DTO_05007542,4,2
7542,ZFPL1,0.89,0.115,0.0087619,Transcription factor,DTO_05007542,3,2
7543,ZFX,0.599,0.538,0.99831,Transcription factor,DTO_05007542,66,40
7544,ZFY,0.716,0.308,0.69359,Transcription factor,DTO_05007542,20,16
7545,ZIC1,0.545,0.731,0.93378,Transcription factor,DTO_05007542,124,45
7546,ZIC2,0.556,0.769,0.97362,Transcription factor,DTO_05007542,125,73
7547,ZIC3,0.587,0.423,0.92495,Transcription factor,DTO_05007542,93,53
7551,ZNF3,0.89,0.077,1.9833e-05,Transcription factor,DTO_05007542,3,1
7568,ZNF20,0.89,0.077,0.096582,Transcription factor,DTO_05007542,3,1
7570,ZNF22,0.78,0.192,0.0020997,Transcription factor,DTO_05007542,9,4
7584,ZNF35,0.67,0.462,0.042004,Transcription factor,DTO_05007542,41,31
7621,ZNF70,0.89,0.192,0.0023729,Transcription factor,DTO_05007542,5,3
7627,ZNF75A,1.0,0.077,0.0021966,Transcription factor,DTO_05007542,1,0
7678,ZNF124,0.931,0.154,0.010911,Transcription factor,DTO_05007542,4,2
7681,MKRN3,0.619,0.615,0.27756,Enzyme,DTO_05007624,92,53
7692,ZNF133,0.931,0.154,0.0026035,Transcription factor,DTO_05007542,4,5
7701,ZNF142,0.861,0.192,4.8098e-16,Transcription factor,DTO_05007542,20,3
7704,ZBTB16,0.545,0.808,0.99907,Transcription factor,DTO_05007542,154,136
7707,ZNF148,0.615,0.654,0.99997,Transcription factor,DTO_05007542,81,29
7732,RNF112,0.716,0.5,0.021835,Enzyme modulator,DTO_05007584,22,10
7737,RNF113A,0.597,0.769,0.88873,Enzyme,DTO_05007624,127,6
7750,ZMYM2,0.599,0.654,0.66648,Enzyme modulator,DTO_05007584,77,65
7756,ZNF207,1.0,0.038,0.1046,Nucleic acid binding,DTO_05007557,3,2
7763,ZFAND5,0.861,0.192,0.84575,Nucleic acid binding,DTO_05007557,10,5
7767,ZNF224,0.711,0.385,0.0031252,Transcription factor,DTO_05007542,23,12
7776,ZNF236,0.722,0.5,1.0,Transcription factor,DTO_05007542,20,11
7779,SLC30A1,0.659,0.5,0.98532,Transporter,DTO_05007405,52,24
7780,SLC30A2,0.821,0.192,0.080883,Transporter,DTO_05007405,14,15
7781,SLC30A3,0.691,0.423,0.5421,Transporter,DTO_05007405,40,19
7782,SLC30A4,0.705,0.385,0.11544,Transporter,DTO_05007405,23,9
7786,MAP3K12,0.7,0.346,1.0,Kinase,DTO_03300101,26,17
7791,ZYX,0.674,0.346,2.0307e-10,Enzyme modulator,DTO_05007584,34,28
7802,DNALI1,0.674,0.615,4.1201e-11,Cellular structure,DTO_05007530,37,30
7805,LAPTM5,0.751,0.462,0.90044,Transporter,DTO_05007405,18,9
7813,EVI5,0.743,0.346,1.9654e-11,Enzyme,DTO_05007624,22,27
7818,DAP3,0.686,0.385,1.1143e-09,Nucleic acid binding,DTO_05007557,34,16
7827,NPHS2,0.576,0.538,7.2218e-09,Enzyme modulator,DTO_05007584,86,217
7837,PXDN,0.647,0.5,2.5126e-07,Enzyme,DTO_05007624,51,30
7846,TUBA1A,0.597,0.769,0.96654,Cellular structure,DTO_05007530,82,46
7850,IL1R2,0.593,0.846,6.5372e-15,Receptor,DTO_05007575,76,53
7851,MALL,0.821,0.154,0.23241,Transporter,DTO_05007405,10,6
7852,CXCR4,0.362,0.923,0.017804,G-protein coupled receptor,DTO_02300001,739,1928
7855,FZD5,0.587,0.615,0.98255,G-protein coupled receptor,DTO_02300001,82,63
7867,MAPKAPK3,0.743,0.308,3.7216e-09,Kinase,DTO_03300101,19,6
7871,SLMAP,0.686,0.462,0.99976,Chaperone,DTO_05007613,36,21
7874,USP7,0.538,0.808,1.0,Enzyme,DTO_05007624,153,116
7881,KCNAB1,0.821,0.115,0.042256,Ion channel,DTO_01300327,9,7
7884,SLBP,0.653,0.654,0.068148,Nucleic acid binding,DTO_05007557,45,41
7905,REEP5,0.633,0.615,0.00069737,Transporter,DTO_05007405,49,54
7915,ALDH5A1,0.619,0.462,3.0504e-07,Enzyme,DTO_05007624,83,47
7916,PRRC2A,0.656,0.654,1.0,Enzyme,DTO_05007624,45,42
7917,BAG6,0.674,0.615,1.0,Enzyme modulator,DTO_05007584,40,34
7920,ABHD16A,0.861,0.269,0.47336,Enzyme,DTO_05007624,10,6
7922,SLC39A7,0.743,0.385,0.082078,Transporter,DTO_05007405,23,16
7923,HSD17B8,0.805,0.346,3.6923e-05,Enzyme,DTO_05007624,9,8
7932,OR2H2,1.0,0.115,1.9104e-05,G-protein coupled receptor,DTO_02300001,1,1
7941,PLA2G7,0.537,0.769,5.3314e-22,Enzyme,DTO_05007624,136,201
7975,MAFK,0.592,0.654,0.71128,Transcription factor,DTO_05007542,81,63
7976,FZD3,0.659,0.577,0.00043561,G-protein coupled receptor,DTO_02300001,39,38
7980,TFPI2,0.521,0.769,0.00084274,Enzyme modulator,DTO_05007584,161,169
7991,TUSC3,0.576,0.615,3.4606e-06,Transporter,DTO_05007405,104,54
7994,KAT6A,0.56,0.769,1.0,Enzyme,DTO_05007624,129,76
8001,GLRA3,0.711,0.462,1.7764e-05,Ion channel,DTO_01300327,20,14
8013,NR4A3,0.502,0.808,0.9126,Nuclear receptor,DTO_00102000,186,186
8019,BRD3,0.7,0.5,0.97468,Epigenetic regulator,DTO_05007378,42,27
8021,NUP214,0.638,0.385,0.054748,Nucleic acid binding,DTO_05007557,62,57
8022,LHX3,0.644,0.462,0.010863,Nucleic acid binding,DTO_05007557,69,30
8028,MLLT10,0.551,0.462,1.0,Transcription factor,DTO_05007542,116,96
8031,NCOA4,0.619,0.577,2.2037e-06,Transcription factor,DTO_05007542,62,111
8034,SLC25A16,0.682,0.269,1.2089e-06,Transporter,DTO_05007405,33,27
8038,ADAM12,0.565,0.731,5.7284e-07,Enzyme,DTO_05007624,107,99
8048,CSRP3,0.572,0.731,0.00015859,Cellular structure,DTO_05007530,108,114
8050,PDHX,0.595,0.692,9.7242e-05,Enzyme,DTO_05007624,93,80
8061,FOSL1,0.519,0.846,0.15849,Transcription factor,DTO_05007542,150,169
8065,CUL5,0.691,0.577,1.0,Enzyme,DTO_05007624,32,27
8074,FGF23,0.46,0.731,0.031014,Signaling,DTO_05007599,305,734
8078,USP5,0.67,0.577,0.96396,Enzyme,DTO_05007624,40,23
8079,MLF2,0.792,0.231,0.86042,Signaling,DTO_05007599,12,4
8087,FXR1,0.656,0.615,1.0,Nucleic acid binding,DTO_05007557,53,38
8089,YEATS4,0.666,0.231,7.464e-05,Nucleic acid binding,DTO_05007557,40,18
8091,HMGA2,0.429,0.808,0.87015,Nucleic acid binding,DTO_05007557,382,588
8099,CDK2AP1,0.656,0.538,0.44839,Enzyme modulator,DTO_05007584,48,38
8110,DPF3,0.751,0.462,0.020501,Enzyme,DTO_05007624,20,14
8111,GPR68,0.65,0.462,0.00049976,G-protein coupled receptor,DTO_02300001,48,14
8120,AP3B2,0.691,0.346,0.77198,Transporter,DTO_05007405,60,8
8125,ANP32A,0.674,0.577,0.98961,Enzyme modulator,DTO_05007584,47,38
8140,SLC7A5,0.513,0.808,0.23505,Transporter,DTO_05007405,173,161
8148,TAF15,0.626,0.5,0.16517,Nucleic acid binding,DTO_05007557,74,53
8153,RND2,1.0,0.038,0.00038579,Enzyme modulator,DTO_05007584,1,1
8161,COIL,0.617,0.654,0.009434,Nucleic acid binding,DTO_05007557,51,30
8165,AKAP1,0.678,0.577,0.74238,Enzyme,DTO_05007624,35,19
8170,SLC14A2,0.606,0.692,1.0646e-17,Transporter,DTO_05007405,71,59
8175,SF3A2,1.0,0.077,0.88315,Nucleic acid binding,DTO_05007557,3,3
8178,ELL,0.7,0.308,0.98542,Cell-cell junction,DTO_05007527,28,29
8193,DPF1,0.839,0.038,0.99049,Enzyme,DTO_05007624,6,2
8200,GDF5,0.511,0.692,0.67002,Signaling,DTO_05007599,238,152
8202,NCOA3,0.522,0.654,0.54065,Kinase,DTO_03300101,142,212
8208,CHAF1B,0.663,0.538,0.42768,Nucleic acid binding,DTO_05007557,44,22
8218,CLTCL1,0.821,0.192,2.5101e-37,Transporter,DTO_05007405,9,7
8224,SYN3,0.686,0.462,0.0018871,Cellular structure,DTO_05007530,38,49
8226,PUDP,0.78,0.231,0.12667,Enzyme,DTO_05007624,12,6
8233,ZRSR2,0.751,0.231,0.99963,Nucleic acid binding,DTO_05007557,15,15
8237,USP11,0.691,0.654,0.99996,Enzyme,DTO_05007624,39,14
8260,NAA10,0.535,0.692,0.76179,Enzyme,DTO_05007624,199,43
8277,TKTL1,0.608,0.654,0.99933,Enzyme,DTO_05007624,76,58
8284,KDM5D,0.7,0.423,0.92793,Transcription factor,DTO_05007542,26,18
8288,EPX,0.653,0.538,2.2664e-20,Enzyme,DTO_05007624,44,35
8291,DYSF,0.582,0.692,3.6528e-33,Transporter,DTO_05007405,144,272
8301,PICALM,0.592,0.538,0.99896,Transporter,DTO_05007405,79,152
8309,ACOX2,0.769,0.423,2.1841e-10,Enzyme,DTO_05007624,17,8
8310,ACOX3,0.805,0.154,7.6016e-16,Enzyme,DTO_05007624,9,2
8314,BAP1,0.454,0.731,0.99443,Enzyme,DTO_05007624,299,441
8317,CDC7,0.641,0.462,4.4296e-06,Kinase,DTO_03300101,42,33
8318,CDC45,0.588,0.692,4.6237e-05,Nucleic acid binding,DTO_05007557,102,19
8320,EOMES,0.619,0.692,0.98443,Transcription factor,DTO_05007542,60,45
8321,FZD1,0.587,0.615,0.042428,G-protein coupled receptor,DTO_02300001,77,60
8322,FZD4,0.49,0.923,0.96962,G-protein coupled receptor,DTO_02300001,239,309
8323,FZD6,0.623,0.615,2.0034e-12,G-protein coupled receptor,DTO_02300001,57,33
8324,FZD7,0.601,0.538,0.08835,G-protein coupled receptor,DTO_02300001,70,79
8325,FZD8,0.674,0.385,0.78983,G-protein coupled receptor,DTO_02300001,34,17
8326,FZD9,0.743,0.308,0.0019309,G-protein coupled receptor,DTO_02300001,20,16
8329,H2AC13,0.839,0.192,0.029517,Nucleic acid binding,DTO_05007557,7,3
8331,H2AC14,0.931,0.077,0.0237,Nucleic acid binding,DTO_05007557,3,3
8334,H2AC6,0.821,0.269,0.5964,Nucleic acid binding,DTO_05007557,17,12
8338,H2AC20,0.839,0.154,0.18727,Nucleic acid binding,DTO_05007557,8,6
8341,H2BC15,0.861,0.192,0.00049469,Nucleic acid binding,DTO_05007557,6,6
8342,H2BC14,0.931,0.077,5.0487e-06,Nucleic acid binding,DTO_05007557,2,1
8345,H2BC9,1.0,0.038,3.8304e-06,Nucleic acid binding,DTO_05007557,3,1
8347,H2BC4,0.76,0.269,0.0038196,Nucleic acid binding,DTO_05007557,20,12
8348,H2BC17,1.0,0.077,0.00045605,Nucleic acid binding,DTO_05007557,1,1
8349,H2BC21,0.792,0.154,0.54518,Nucleic acid binding,DTO_05007557,11,4
8372,HYAL3,0.769,0.192,3.8292e-07,Enzyme,DTO_05007624,17,9
8382,NME5,0.805,0.385,0.00067197,Kinase,DTO_03300101,9,4
8388,OR1E2,1.0,0.077,0.0015619,G-protein coupled receptor,DTO_02300001,1,0
8394,PIP5K1A,0.76,0.269,0.0020938,Kinase,DTO_03300101,13,7
8395,PIP5K1B,0.769,0.462,1.368e-07,Kinase,DTO_03300101,19,24
8396,PIP4K2B,0.89,0.115,0.99837,Kinase,DTO_03300101,13,10
8398,PLA2G6,0.476,0.846,2.4837e-10,Enzyme modulator,DTO_05007584,350,305
8399,PLA2G10,0.581,0.692,0.069507,Enzyme,DTO_05007624,86,86
8402,SLC25A11,0.666,0.615,0.53487,Transporter,DTO_05007405,59,5
8403,SOX14,0.805,0.231,0.85558,Transcription factor,DTO_05007542,11,5
8404,SPARCL1,0.604,0.615,5.6374e-10,Signaling,DTO_05007599,69,38
8407,TAGLN2,0.604,0.577,0.0093548,Cellular structure,DTO_05007530,64,39
8408,ULK1,0.564,0.769,0.99318,Kinase,DTO_03300101,99,102
8411,EEA1,0.89,0.077,0.92875,Transporter,DTO_05007405,9,7
8417,STX7,0.821,0.231,5.0273e-06,Transporter,DTO_05007405,14,6
8424,BBOX1,0.839,0.462,2.094e-12,Enzyme,DTO_05007624,7,5
8425,LTBP4,0.604,0.654,0.49911,Calcium-binding protein,DTO_05007616,93,38
8427,ZNF282,0.931,0.115,0.16317,Transcription factor,DTO_05007542,2,1
8428,STK24,0.659,0.654,0.011293,Kinase,DTO_03300101,48,43
8431,NR0B2,0.474,0.808,8.3377e-06,Nuclear receptor,DTO_00102000,251,252
8434,RECK,0.547,0.731,1.9319e-10,Enzyme modulator,DTO_05007584,123,149
8435,SOAT2,0.716,0.308,5.5830000000000005e-28,Enzyme,DTO_05007624,25,19
8436,CAVIN2,0.617,0.615,7.2412e-09,Transcription factor,DTO_05007542,61,26
8437,RASAL1,0.647,0.423,1.2135e-14,Enzyme modulator,DTO_05007584,47,26
8444,DYRK3,0.743,0.5,3.5842e-06,Kinase,DTO_03300101,21,19
8445,DYRK2,0.67,0.346,0.99751,Kinase,DTO_03300101,35,26
8446,DUSP11,1.0,0.077,8.4923e-07,Enzyme,DTO_05007624,4,3
8449,DHX16,0.716,0.5,1.5996e-12,Enzyme,DTO_05007624,24,22
8450,CUL4B,0.556,0.769,1.0,Enzyme,DTO_05007624,162,65
8451,CUL4A,0.597,0.654,0.99999,Enzyme,DTO_05007624,79,59
8453,CUL2,0.7,0.5,1.0,Enzyme,DTO_05007624,26,21
8454,CUL1,0.617,0.615,1.0,Enzyme,DTO_05007624,58,37
8455,ATRN,0.751,0.462,1.0,Enzyme modulator,DTO_05007584,17,14
8459,TPST2,1.0,0.038,0.27109,Enzyme,DTO_05007624,2,2
8460,TPST1,0.78,0.269,0.29239,Enzyme,DTO_05007624,11,5
8462,KLF11,0.626,0.654,8.3215e-09,Nucleic acid binding,DTO_05007557,70,42
8463,TEAD2,0.792,0.308,1.5226e-06,Transcription factor,DTO_05007542,11,8
8464,SUPT3H,0.839,0.154,3.2442e-11,Nucleic acid binding,DTO_05007557,13,14
8467,SMARCA5,0.67,0.5,1.0,Enzyme,DTO_05007624,39,23
8476,CDC42BPA,0.722,0.423,0.99309,Kinase,DTO_03300101,26,15
8477,GPR65,0.653,0.5,0.1114,G-protein coupled receptor,DTO_02300001,47,30
8480,RAE1,0.736,0.308,0.99902,Nucleic acid binding,DTO_05007557,23,16
8482,SEMA7A,0.636,0.615,0.17976,Signaling,DTO_05007599,53,33
8484,GALR3,0.76,0.192,0.00013455,G-protein coupled receptor,DTO_02300001,14,6
8487,GEMIN2,0.597,0.654,1.4999e-06,Nucleic acid binding,DTO_05007557,71,60
8490,RGS5,0.647,0.423,0.00053488,Enzyme modulator,DTO_05007584,52,38
8491,MAP4K3,0.711,0.423,0.10987,Kinase,DTO_03300101,29,23
8492,PRSS12,0.682,0.308,8.382e-29,Enzyme,DTO_05007624,50,7
8493,PPM1D,0.513,0.808,2.2321e-11,Enzyme,DTO_05007624,177,135
8498,RANBP3,0.792,0.192,0.99997,Enzyme modulator,DTO_05007584,13,7
8501,SLC43A1,0.839,0.115,8.0343e-06,Transporter,DTO_05007405,11,12
8502,PKP4,0.839,0.192,5.269e-13,Cellular structure,DTO_05007530,12,9
8503,PIK3R3,0.556,0.692,3.3583e-10,Enzyme modulator,DTO_05007584,101,77
8505,PARG,0.656,0.5,0.39209,Enzyme,DTO_05007624,50,36
8510,MMP23B,0.695,0.346,0.11732,Enzyme,DTO_05007624,32,14
8513,LIPF,0.861,0.192,0.00072091,Enzyme,DTO_05007624,5,6
8514,KCNAB2,0.593,0.692,0.79978,Ion channel,DTO_01300327,111,11
8517,IKBKG,0.493,0.769,0.084853,Kinase,DTO_03300101,252,207
8518,ELP1,0.579,0.769,2.1199e-21,Enzyme modulator,DTO_05007584,138,110
8520,HAT1,0.656,0.5,0.83507,Enzyme,DTO_05007624,42,22
8525,DGKZ,0.656,0.538,0.039507,Enzyme,DTO_05007624,42,20
8526,DGKE,0.674,0.538,5.4906e-06,Enzyme,DTO_05007624,41,30
8527,DGKD,0.78,0.346,0.072171,Enzyme,DTO_05007624,18,16
8529,CYP4F2,0.674,0.308,7.5803e-17,Enzyme,DTO_05007624,44,48
8533,COPS3,0.729,0.346,0.99949,Enzyme modulator,DTO_05007584,24,13
8536,CAMK1,0.736,0.269,3.0134e-05,Kinase,DTO_03300101,15,7
8538,BARX2,0.716,0.5,0.21157,Transcription factor,DTO_05007542,24,12
8542,APOL1,0.547,0.615,5.1357e-06,Transporter,DTO_05007405,115,273
8544,PIR,0.716,0.385,5.3402e-10,Transcription factor,DTO_05007542,26,14
8546,AP3B1,0.619,0.808,0.61532,Transporter,DTO_05007405,83,93
8547,FCN3,0.678,0.5,0.0038008,Signaling,DTO_05007599,39,33
8549,LGR5,0.542,0.654,2.5019e-08,G-protein coupled receptor,DTO_02300001,131,221
8550,MAPKAPK5,0.78,0.346,0.35435,Kinase,DTO_03300101,13,7
8553,BHLHE40,0.544,0.731,0.99444,Transcription factor,DTO_05007542,113,92
8558,CDK10,0.65,0.577,1.193e-16,Kinase,DTO_03300101,66,32
8559,PRPF18,1.0,0.077,0.00026823,Enzyme,DTO_05007624,1,1
8562,DENR,0.543,0.692,0.87514,Enzyme,DTO_05007624,121,161
8565,YARS1,0.705,0.5,0.0010047,Enzyme,DTO_05007624,30,25
8566,PDXK,0.705,0.385,0.74906,Kinase,DTO_03300101,27,15
8569,MKNK1,0.606,0.808,8.0483e-10,Kinase,DTO_03300101,73,43
8570,KHSRP,0.526,0.846,1.0,Enzyme,DTO_05007624,148,153
8572,PDLIM4,0.659,0.462,0.98283,Cellular structure,DTO_05007530,44,29
8573,CASK,0.538,0.808,1.0,Kinase,DTO_03300101,193,60
8574,AKR7A2,0.743,0.269,1.9938e-10,Enzyme,DTO_05007624,23,7
8575,PRKRA,0.579,0.615,0.41653,Kinase,DTO_03300101,113,52
8576,STK16,0.805,0.231,0.0001182,Kinase,DTO_03300101,11,5
